location_id,latitude,longitude
"1-129459779",53.76585,-0.259264
"1-129459830",51.557669,-0.250681
"1-129459847",51.738056,-0.318488
"1-129459878",52.952922,-1.143168
"1-129459897",51.433842,-1.086972
"1-129459930",52.132178,-0.492693
"1-129459945",51.916034,-2.108582
"1-129459961",53.062746,-2.247083
"1-129459976",51.356096,-2.195845
"1-129460009",52.906154,-1.822638
"1-129460024",53.430083,-1.440597
"1-544597866",53.430083,-1.440597
"1-129460040",53.391633,-1.115307
"1-129460056",54.574178,-1.225388
"1-129460104",54.584615,-1.301318
"1-6150668927",54.584615,-1.301318
"1-7279661481",54.584615,-1.301318
"1-129460119",54.685133,-1.238757
"1-129460134",50.969674,-1.301859
"1-129460180",51.475485,-0.344851
"1-129460196",53.440974,-1.384904
"1-129460230",53.913185,-0.299704
"1-129460246",53.76662,-0.260886
"1-129460261",51.42182,-0.736434
"1-129460277",51.426125,-0.946356
"1-129460292",51.26198,-1.127373
"1-129460307",51.525162,-0.756998
"1-129460371",51.950355,-0.271879
"1-2929389277",51.950355,-0.271879
"1-129460386",52.425736,-1.796227
"1-129460432",52.995418,-1.154991
"1-129460447",51.451064,-0.906537
"1-129460462",54.743435,-1.302456
"1-129460492",51.719848,-0.353474
"1-129460508",54.556486,-1.158692
"1-129460553",52.489803,-1.995738
"1-8350057108",52.489803,-1.995738
"1-129460569",51.880374,-0.519256
"1-129460584",52.983042,-0.44707
"1-129460599",53.42633,-1.324768
"1-129460615",51.297255,-2.229129
"1-129478911",51.967806,-2.746332
"1-1475546693",51.967806,-2.746332
"1-12947961941",52.772175,-0.121344
"1-12948619265",52.562613,-0.261543
"1-12948619368",52.54464,-0.303073
"1-12948737367",53.509649,-2.325853
"1-12948766437",52.373264,-1.803106
"1-12948903474",51.582672,0.702922
"1-12949064609",51.566235,0.506644
"1-12950144960",53.512065,-2.157299
"1-2172846173",53.512065,-2.157299
"1-6321709131",53.512065,-2.157299
"1-12950160564",53.732554,-0.55036
"1-12950582776",50.477093,-3.521302
"1-129508000",51.520219,-0.150669
"1-12951390685",53.401861,-1.448938
"1-12988481285",53.401861,-1.448938
"1-12992711005",53.401861,-1.448938
"1-129514607",53.43815,-3.049351
"1-129518569",52.536368,-1.002116
"1-12952051865",53.567246,-0.525318
"1-129527506",53.441742,-2.250573
"1-129536667",52.841408,-3.066275
"1-129542461",53.193137,-0.732787
"1-129542475",53.15769,-0.701764
"1-129544222",52.576122,-1.976858
"1-129544686",53.67867,-1.7651
"1-7812353921",53.67867,-1.7651
"1-129545865",51.245911,0.038347
"1-12954608650",51.455027,-2.476213
"1-129560065",50.832728,-0.067527
"1-129560082",50.843142,-0.143361
"1-129560097",50.833938,-0.204083
"1-12956661934",53.682833,-1.843231
"1-129570281",54.521747,-3.515126
"1-12957244570",51.112784,0.460447
"1-129576399",50.840029,-1.714496
"1-129579127",50.844107,-0.147542
"1-129579158",50.828909,-0.15158
"1-129579173",50.82772,-0.184669
"1-129579189",50.824922,-0.118185
"1-129579232",50.824922,-0.118185
"1-12958090508",52.24322,0.711021
"1-18536358161",52.24322,0.711021
"1-12958776285",51.538099,-0.249918
"1-9380898177",51.538099,-0.249918
"1-1295905933",50.261521,-5.051352
"1-129609258",51.701962,-0.051499
"1-129609305",51.708678,-0.051414
"1-129609319",51.732878,-0.021814
"1-129609333",51.753295,-0.009244
"1-129616096",53.416645,-2.315424
"1-2193087415",53.416645,-2.315424
"1-1296249638",51.238742,-0.564677
"1-12963807886",54.07553,-0.201201
"1-12963941567",51.364628,0.741423
"1-129643112",53.687274,-1.642556
"1-129663748",52.196448,0.128775
"1-131631228",52.196448,0.128775
"1-1296813974",53.195259,-2.92739
"1-129757730",52.480085,1.716666
"1-129770755",53.47249,-2.575777
"1-129770803",53.47249,-2.575777
"1-129770816",53.579747,-2.658084
"1-129770830",53.422949,-2.337395
"1-129770858",53.432645,-2.760206
"1-129770872",53.472208,-3.023494
"1-129770886",53.420522,-2.765407
"1-129770900",53.284505,-2.926005
"1-129771485",52.494238,1.744181
"1-129771500",52.554441,1.682592
"1-129783078",51.327936,0.526556
"1-129783097",51.472042,-2.614868
"1-129783646",53.239334,-1.480649
"1-129786645",52.193947,0.98295
"1-129786661",52.185093,0.996272
"1-129798115",51.637343,-0.331709
"1-129798134",52.244778,0.113392
"1-129798153",53.337486,-2.576343
"1-129798171",51.16768,-0.183369
"1-129798190",51.828137,-0.360368
"1-129798209",51.600416,0.293055
"1-129798228",53.832485,-1.513933
"1-129798247",52.614683,-1.083463
"1-129798265",52.599622,-1.875577
"1-129798303",53.349288,-3.080113
"1-129798322",52.627147,1.225771
"1-129798374",51.587155,0.04309
"1-129798393",52.181095,-2.216243
"1-129798468",54.879373,-1.559128
"1-129798487",51.554399,0.727618
"1-129802968",52.477721,-2.008519
"1-12981347805",51.494335,-0.226759
"1-9776078134",51.494335,-0.226759
"1-129820213",54.642695,-3.551342
"1-1298246296",51.124565,-0.145991
"1-1298265636",51.115132,-0.179202
"1-1298265706",51.105652,-0.168189
"1-129827097",50.57308,-4.871587
"1-129842407",51.255279,-0.078484
"1-1298535695",51.221054,1.400118
"1-1298552917",50.951509,0.735019
"1-129855501",52.441795,-1.918082
"1-129855515",52.444218,-1.925374
"1-129855529",52.278466,-2.135278
"1-7300382763",52.278466,-2.135278
"1-129855543",52.501094,-1.986206
"1-129855557",52.468901,-1.746847
"1-1298664078",51.141484,1.287421
"1-129867179",52.228183,-2.737351
"1-1298680444",51.100459,1.211975
"1-1298685547",53.465482,-2.180172
"1-4413341048",53.465482,-2.180172
"1-1298755866",51.199343,1.386979
"1-129879663",53.167215,0.347427
"1-129881688",51.534014,0.728202
"1-129888578",51.5035,-0.192095
"1-129890025",52.972955,-2.107055
"1-1298906613",51.13837,1.296107
"1-129901594",52.501504,-2.10774
"1-1455958552",52.501504,-2.10774
"1-219880406",52.501504,-2.10774
"1-418910115",52.501504,-2.10774
"1-549806631",52.501504,-2.10774
"1-1299164854",53.394646,-3.017964
"1-129916719",51.610433,0.082208
"1-129922237",51.475624,-2.612612
"1-134091706",51.475624,-2.612612
"1-15159169844",51.475624,-2.612612
"1-12992390750",51.406402,-0.763658
"1-129924408",53.227505,-1.420215
"1-12992843623",53.610424,-1.344175
"1-129934365",53.060197,-2.504504
"1-129935093",52.472935,-2.027701
"1-129937725",54.124787,-2.7729
"1-12993782534",53.495445,-1.28466
"1-4862666681",53.495445,-1.28466
"1-129939413",52.645675,-1.92793
"1-129942411",52.159242,-2.164417
"1-129957567",53.09924,-1.262494
"1-12999517201",50.910264,-1.406881
"1-129995305",52.132381,-0.470054
"1-129995323",52.142172,-0.472086
"1-129995341",52.137211,-0.461165
"1-129995359",52.110678,-0.504531
"1-399159314",52.110678,-0.504531
"1-13000173759",50.80393,-0.530978
"1-13001049998",53.600059,-2.546065
"1-13001248798",53.586029,-2.663136
"1-1300171773",52.602845,-1.155117
"1-13001721055",53.841142,-1.439867
"1-1300231833",51.204182,-3.477745
"1-130053897",53.423977,-2.238926
"1-13005892995",53.443121,-2.253291
"1-130060512",53.67609,-1.696692
"1-130060527",53.710452,-1.672841
"1-130060570",53.612009,-1.807776
"1-130060584",53.63112,-1.782572
"1-130060600",53.586016,-1.709979
"1-13006092706",51.520893,-0.414859
"1-13006583251",54.571061,-1.214434
"1-6316830046",54.571061,-1.214434
"1-13007005114",52.439042,-1.837282
"1-13007329290",51.385817,1.382739
"1-3751106321",51.385817,1.382739
"1-13007344394",51.54078,-2.407302
"1-13007562953",52.9739,-1.157884
"1-13007717583",52.413487,-1.920456
"1-1300895321",51.479401,-2.13035
"1-597503588",51.479401,-2.13035
"1-130104138",53.573153,-0.077579
"1-130112995",52.316365,-2.080502
"1-130113010",50.975046,-1.443388
"1-130113024",50.917606,-1.41124
"1-130113039",51.448689,-0.998951
"1-130113054",51.40378,-1.256103
"1-130113115",51.396634,-1.328032
"1-130120218",51.416374,0.230905
"1-130120248",50.77496,-0.862483
"1-130120291",52.283517,0.124809
"1-130120335",51.385012,0.241351
"1-130120350",51.704806,-1.967702
"1-130120365",51.422395,0.049455
"1-130120439",51.783033,-1.266731
"1-130120453",51.666771,-0.199383
"1-130120499",51.770399,0.59223
"1-130120575",52.226948,-2.743626
"1-130120607",51.854417,0.139193
"1-130120637",51.415279,-2.2837
"1-130120682",51.289068,-0.241717
"1-5497970998",51.289068,-0.241717
"1-130120697",51.42528,-1.332488
"1-130120824",51.317091,-2.194603
"1-130120840",51.43126,0.189763
"1-130120870",52.127661,-2.309926
"1-1301257703",53.042615,-0.77394
"1-13012868365",52.712063,1.408913
"1-1301351593",51.821343,1.016834
"1-13014887739",51.377481,-0.154918
"1-130151368",50.920571,-1.393263
"1-2405154301",50.920571,-1.393263
"1-130152049",52.878089,0.503314
"1-130152296",52.091622,-1.935607
"1-130152314",52.084976,-1.950736
"1-130152332",52.082774,-1.951147
"1-130156282",51.868373,0.797484
"1-130156298",51.868373,0.797484
"1-130166197",51.133151,1.29299
"1-130167923",50.105955,-5.550865
"1-130170337",50.731994,-3.498003
"1-130187505",51.810358,1.028521
"1-130191263",51.59421,-0.268003
"1-130194757",51.585713,0.426731
"1-130198567",52.19372,-1.73119
"1-13059199589",52.415273,-1.972162
"1-2179872716",52.415273,-1.972162
"1-130201054",53.535862,-0.090375
"1-130217246",51.11215,-0.03715
"1-130217833",51.455375,-0.20878
"1-130225243",51.333083,-2.981465
"1-130225548",52.748056,0.408754
"1-130251822",52.501408,-2.153568
"1-130270860",50.390582,-4.061845
"1-130275097",50.85087,-1.788823
"1-130276899",51.389803,-2.376671
"1-130277845",50.472862,-4.715875
"1-13030037785",52.337611,-2.059728
"1-2148359101",52.337611,-2.059728
"1-544209391",52.337611,-2.059728
"1-567953435",52.337611,-2.059728
"1-8764275885",52.337611,-2.059728
"1-13030336540",53.581444,-2.467584
"1-130307342",52.980243,-2.135981
"1-1303088451",53.605106,-2.393854
"1-13031013503",51.472278,0.139543
"1-1303113463",53.399911,-2.979572
"1-13031155008",53.493535,-2.511926
"1-498088098",53.493535,-2.511926
"1-542170879",53.493535,-2.511926
"1-5562521250",53.493535,-2.511926
"1-13031482971",51.371641,-0.10343
"1-13031483101",52.4774,-1.890558
"1-1303171900",51.149198,-0.97754
"1-130318497",52.964694,-2.192627
"1-130318587",51.908743,0.708796
"1-13032010409",51.883811,0.927336
"1-13447943815",51.883811,0.927336
"1-20392867659",51.883811,0.927336
"1-2577618008",51.883811,0.927336
"1-5996417294",51.883811,0.927336
"1-6050892743",51.883811,0.927336
"1-721211510",51.883811,0.927336
"1-7729795167",51.883811,0.927336
"1-13032175195",51.458233,-0.206336
"1-13032466260",54.23366,-0.417164
"1-13032812272",51.857469,0.517444
"1-130340328",50.805415,-0.056207
"1-130340343",50.77187,0.097423
"1-130340356",50.859528,0.455787
"1-138778536",50.859528,0.455787
"1-1303427504",52.494618,-1.771856
"1-1303484716",53.550131,-2.776409
"1-2604806152",53.550131,-2.776409
"1-13036879020",51.436487,-2.536428
"1-13037192783",50.706468,-3.070444
"1-13040767208",51.407067,-0.163505
"1-130412550",53.249109,-0.006963
"1-130414987",52.769832,0.424232
"1-13043588391",51.371198,-0.418323
"1-130440888",51.495107,-0.191361
"1-6555059021",51.495107,-0.191361
"1-13044269299",50.418714,-5.05849
"1-13044439374",52.741616,-1.164244
"1-13044572799",52.533873,-1.897847
"1-5832715423",52.533873,-1.897847
"1-130450349",52.465446,-2.071707
"1-13045060014",50.638469,-1.181626
"1-13045288599",51.429403,-0.166235
"1-13046245957",52.467877,-1.847657
"1-130466668",53.863496,-0.65875
"1-130468257",53.705699,-1.522997
"1-130471820",51.513473,0.064927
"1-130482996",53.077685,-0.769735
"1-130486669",53.768518,-1.73212
"1-130486705",52.907448,-1.455226
"1-130486723",51.521167,-0.297112
"1-19409196317",51.521167,-0.297112
"1-130486742",51.271598,0.230092
"1-130486763",53.999331,-1.547568
"1-130486784",51.567093,-0.337962
"1-130486821",51.928351,-0.214009
"1-200144942",51.928351,-0.214009
"1-130486838",53.728519,-1.774585
"1-130486855",53.692545,-1.787466
"1-130486890",51.580773,-0.31984
"1-130486941",53.296024,-2.413163
"1-130486958",51.272703,-0.078732
"1-130488908",52.299585,-2.073182
"1-130490622",51.89276,-2.080523
"1-130490637",51.899847,-2.089968
"1-130491651",50.865614,-1.033788
"1-1304954568",52.118517,-0.75099
"1-130501159",52.987425,-2.158527
"1-130501186",52.977056,-2.139754
"1-130502608",52.394516,-2.009426
"1-130502624",53.008253,-2.215623
"1-130502652",52.190974,-1.713945
"1-2111759818",52.190974,-1.713945
"1-130502666",52.28673,-1.526412
"1-130502680",52.289827,-1.555115
"1-130502708",52.256401,-0.866353
"1-130502722",52.927532,-1.455435
"1-130502736",53.013091,-1.361039
"1-130502778",51.073311,-1.812632
"1-130502792",51.20846,-2.182747
"1-130502862",53.526921,-1.113775
"1-130502890",53.544443,-0.117323
"1-13050880987",51.406822,-0.41465
"1-13051020982",54.232075,-1.33009
"1-1305105437",52.974137,-1.153188
"1-130513201",52.98939,-2.160679
"1-13051951204",53.732052,-0.437589
"1-130525255",50.845048,-1.791562
"1-130525270",50.849425,-0.948209
"1-130525285",50.964505,-1.373822
"1-130525360",50.930797,-1.532268
"1-130525375",50.870032,-1.277853
"1-130525405",50.852029,-0.986336
"1-130525489",51.221549,-1.498354
"1-130525517",51.079971,-1.333477
"1-23572612253",51.079971,-1.333477
"1-130541078",52.584751,1.698455
"1-544494391",52.584751,1.698455
"1-130543140",53.492354,-2.035983
"1-13054419061",53.363964,-2.571322
"1-13056785744",55.009026,-2.972437
"1-13057099013",52.455271,-1.876926
"1-13599993688",52.455271,-1.876926
"1-130574916",52.999485,-0.407602
"1-13057637344",51.372568,-0.292401
"1-17190654622",51.372568,-0.292401
"1-18587559499",51.372568,-0.292401
"1-5488863196",51.372568,-0.292401
"1-6948756020",51.372568,-0.292401
"1-8659533411",51.372568,-0.292401
"1-8890751442",51.372568,-0.292401
"1-130582388",54.285788,-1.59069
"1-130582459",54.477202,-0.610207
"1-130582555",54.210597,-0.292716
"1-130582569",53.999267,-1.501865
"1-130582583",54.247583,-0.774617
"1-130582646",54.335588,-1.419902
"1-130582698",54.014665,-1.555154
"1-130582716",54.379937,-1.719694
"1-130588313",51.816528,1.022898
"1-13059092141",51.114862,-0.218931
"1-13059092209",51.114862,-0.218931
"1-13060797705",51.493364,-0.232732
"1-13061890773",54.894441,-2.903362
"1-130620880",51.514753,-0.140556
"1-13065126349",52.298532,-1.879909
"1-130718787",53.097856,-2.268327
"1-130720306",53.541564,-2.7265
"1-130726728",53.473279,-2.73062
"1-130731530",52.439534,-1.84896
"1-130736185",51.665958,0.817447
"1-130738048",51.840997,1.073034
"1-130744708",51.218294,1.384546
"1-130760392",53.409118,-2.830807
"1-130766542",54.922308,-1.7713
"1-130767524",50.854157,-0.967466
"1-130767543",50.861628,-1.005566
"1-9671432985",50.861628,-1.005566
"1-130767560",50.859753,-0.937704
"1-130767590",50.858105,-0.936477
"1-130767604",50.848056,-0.979319
"1-130767620",50.926798,-0.998044
"1-130767636",50.793203,-0.599209
"1-130767653",50.908835,-1.298346
"1-130767669",51.339452,-0.717494
"1-130779272",53.748023,-0.333766
"1-156230649",53.748023,-0.333766
"1-130780688",52.920095,1.309581
"1-130784599",52.13574,-0.460091
"1-13081050435",51.543476,-0.476834
"1-15314174768",51.543476,-0.476834
"1-296796473",51.543476,-0.476834
"1-13081366575",54.219712,-1.350534
"1-13081565525",52.556301,-0.125396
"1-13081704498",51.493991,-0.254821
"1-130822149",51.421241,0.355335
"1-13082283842",51.3677,-0.445883
"1-13082303046",52.05171,-0.026166
"1-13082701059",51.513746,-0.055203
"1-13083032288",53.194361,-2.881074
"1-13083033064",50.940541,-1.379211
"1-13083148365",52.733789,1.068084
"1-13083386219",53.550636,-2.64915
"1-130834211",51.576932,-0.397525
"1-13083588265",51.480215,-0.197769
"1-13084100625",53.478431,-2.595867
"1-24606879304",53.478431,-2.595867
"1-5562852934",53.478431,-2.595867
"1-130848803",54.873331,-1.696435
"1-130857157",51.539568,0.703511
"1-13087882223",53.140639,-1.211271
"1-13087882251",53.149965,-1.199677
"1-130886565",53.829654,-3.049676
"1-130890565",53.717827,-1.537392
"1-130890582",53.74789,-1.507387
"1-130890597",53.73153,-1.529406
"1-130890642",53.732868,-1.527011
"1-130890674",54.490847,-0.627684
"1-130890690",53.720695,-1.54706
"1-130890705",53.720695,-1.54706
"1-130890721",53.712369,-1.529816
"1-13089238962",52.469281,-1.923066
"1-18387757603",52.469281,-1.923066
"1-5783102216",52.469281,-1.923066
"1-13089837879",51.881795,0.992427
"1-130902071",51.172831,-1.76039
"1-130902129",51.172831,-1.76039
"1-130902143",51.344981,-2.147455
"1-130902774",51.628017,0.035346
"1-130902791",53.811145,-1.531522
"1-130902809",51.277138,0.52371
"1-568456741",51.277138,0.52371
"1-130902826",53.440848,-2.220805
"1-130902888",51.453696,-0.119332
"1-130902906",51.510221,-0.312464
"1-13090428123",51.132718,1.293045
"1-130916986",53.45719,-2.712708
"1-1309250932",50.98491,-0.739808
"1-130937177",52.512489,-1.926704
"1-130939531",53.944342,-1.050583
"1-130953666",52.04197,-0.333365
"1-130953724",51.88998,-0.502433
"1-1309559705",51.563523,0.223137
"1-1309587927",53.484668,-2.059094
"1-13096006106",54.706944,-1.248918
"1-1309698404",50.911894,-1.414556
"1-13098565275",52.552805,-1.996412
"1-13098906744",52.277394,-0.867211
"1-1427770831",52.277394,-0.867211
"1-2245347431",52.277394,-0.867211
"1-2476432545",52.277394,-0.867211
"1-2757040128",52.277394,-0.867211
"1-3006419364",52.277394,-0.867211
"1-3244707863",52.277394,-0.867211
"1-3862817984",52.277394,-0.867211
"1-3919125156",52.277394,-0.867211
"1-4772099983",52.277394,-0.867211
"1-7019246305",52.277394,-0.867211
"1-7298276380",52.277394,-0.867211
"1-7812108253",52.277394,-0.867211
"1-8438282626",52.277394,-0.867211
"1-916235986",52.277394,-0.867211
"1-13102023076",52.413794,-1.557517
"1-13102045382",54.669904,-2.753733
"1-13102555484",52.901388,-1.273361
"1-13103890042",51.536509,0.712545
"1-131050820",50.783668,-1.885723
"1-1311443622",51.518629,0.208411
"1-1311475494",51.217869,-0.199539
"1-1311705053",52.417672,-1.757814
"1-13121274702",50.750548,-1.55496
"1-142860175",50.750548,-1.55496
"1-2881563201",50.750548,-1.55496
"1-13121420297",52.94409,0.730613
"1-131216336",51.695702,-0.034158
"1-3595875754",51.695702,-0.034158
"1-13122282450",54.71239,-3.495123
"1-13126909369",51.241107,-0.205968
"1-4799536778",51.241107,-0.205968
"1-7660745480",51.241107,-0.205968
"1-9817102215",51.241107,-0.205968
"1-13127615557",50.79386,-1.053515
"1-13128392668",51.548007,0.070962
"1-13129110095",51.501729,-0.272752
"1-13132276025",51.501729,-0.272752
"1-131311770",51.646288,-0.084169
"1-1313209468",51.570201,-0.341586
"1-7649436835",51.570201,-0.341586
"1-131337796",51.801198,-0.790997
"1-13134250442",51.275788,0.512854
"1-13134752878",52.636891,-1.084979
"1-13134826906",53.621815,-2.148167
"1-131348963",52.60496,-0.283022
"1-13135054490",51.376407,0.546699
"1-13135054562",51.378611,0.558217
"1-131351552",51.807771,-0.800714
"1-13135170515",53.782593,-2.318816
"1-13135350550",51.619,-0.045219
"1-131355537",53.724671,-1.311545
"1-131355551",53.676069,-1.406935
"1-131355565",53.676069,-1.406935
"1-131355579",53.650996,-1.388208
"1-131356135",52.766035,-1.938211
"1-131356167",52.766035,-1.938211
"1-249797972",52.766035,-1.938211
"1-131356152",52.758165,-1.931702
"1-13136770200",53.062759,-2.191156
"1-131377969",52.526473,-2.012583
"1-131377984",52.579808,-2.12412
"1-131378000",52.52107,-1.987379
"1-131378014",52.542459,-1.957339
"1-131378043",52.610087,-1.98539
"1-131378057",52.498768,-1.743817
"1-1313791023",50.973176,0.096949
"1-131383378",52.46265,-1.903679
"1-131383505",52.633313,-1.12792
"1-131383541",51.546751,-0.179073
"1-2929603232",51.546751,-0.179073
"1-716747893",51.546751,-0.179073
"1-131383666",50.911534,-1.402014
"1-131393780",52.514899,-1.902327
"1-131395825",51.364226,-0.08927
"1-131398728",53.768784,-2.737713
"1-131398745",53.780298,-3.042617
"1-13141243679",52.983065,-0.024931
"1-13141427082",50.724234,-1.885824
"1-13141562210",53.644549,-2.090963
"1-13141688821",51.443938,-2.006951
"1-296968913",51.443938,-2.006951
"1-13141784834",50.912964,-1.403916
"1-13141809985",51.518026,-0.146189
"1-131420656",53.45264,-1.349093
"1-131420828",53.485127,-2.348466
"1-131420845",53.485774,-2.170237
"1-13142155764",53.501113,-1.16732
"1-528225881",53.501113,-1.16732
"1-131428692",53.269109,-2.139175
"1-131434509",51.337575,-2.974397
"1-13143797653",53.730689,-1.664621
"1-7112223515",53.730689,-1.664621
"1-131442266",51.603943,0.177253
"1-131448689",50.817211,-0.361923
"1-131450399",51.241743,-0.542578
"1-131451037",51.436916,-2.558301
"1-131451133",51.438898,-2.497338
"1-131451189",51.511467,-2.620614
"1-131451273",51.450133,-2.485732
"1-131452000",50.784144,-1.078877
"1-13145208416",52.309274,-0.698839
"1-131454385",51.416728,-2.730246
"1-131454413",51.353805,-2.906283
"1-131454483",50.217422,-5.316142
"1-131460958",52.060887,-2.733704
"1-1314621527",51.771596,-0.789151
"1-131464109",51.634145,-0.749498
"1-131471671",51.353782,-2.982639
"1-131471688",51.341643,-2.975058
"1-24035396356",51.341643,-2.975058
"1-131472098",51.670445,0.09621
"1-131472191",50.972432,0.098297
"1-131480287",52.965143,-2.688759
"1-131480304",52.71775,-2.444551
"1-131480319",52.701674,-2.752676
"1-131480392",52.540063,-2.423187
"1-131480407",52.644138,-2.471116
"1-131480422",52.493103,-2.999603
"1-131480462",52.906342,-2.498461
"1-131481704",51.682193,-0.42384
"1-131481721",51.591299,0.354708
"1-131481738",51.764753,-0.495482
"1-131481755",51.530731,0.78257
"1-131481772",51.690186,-0.40976
"1-131481789",51.886654,0.844096
"1-131481806",51.522357,0.576762
"1-131481823",51.763051,0.469054
"1-131481840",51.911227,-0.448295
"1-131481857",51.798077,0.639653
"1-131481874",51.872008,0.360934
"1-131481918",51.641801,0.600745
"1-131481935",51.772957,0.086405
"1-131481952",51.744761,0.692466
"1-131481969",51.580171,0.724701
"1-131481986",51.537696,0.681248
"1-131482003",51.664666,0.598974
"1-131482020",51.556734,0.5986
"1-131482037",51.566675,0.422759
"1-131482054",51.918524,-0.186974
"1-131482071",51.619395,0.530145
"1-131482088",51.687532,0.021825
"1-131482105",51.81224,-0.028988
"1-131482122",51.94276,0.626405
"1-131482139",51.577926,0.424093
"1-131482156",51.557537,0.567856
"1-131482183",51.957606,0.343145
"1-13148889059",54.952713,-1.565088
"1-14691314394",54.952713,-1.565088
"1-22057200251",54.952713,-1.565088
"1-3031133375",54.952713,-1.565088
"1-6988042974",54.952713,-1.565088
"1-1314902124",51.270936,0.515184
"1-13149394468",52.661589,-1.150512
"1-13149832644",52.236393,-0.877319
"1-14623486697",52.236393,-0.877319
"1-131499022",51.648665,-0.216174
"1-131512699",51.462992,0.638926
"1-1315464154",50.857941,-3.392417
"1-1315513290",52.722022,-1.373629
"1-1315763476",54.553923,-0.886804
"1-24088224557",54.553923,-0.886804
"1-24088224628",54.553923,-0.886804
"1-549062796",54.553923,-0.886804
"1-131623846",51.48273,-0.119665
"1-131623890",51.566707,-0.079927
"1-131623904",53.462021,-2.213278
"1-131623918",54.96654,-1.644722
"1-131631020",52.658337,0.160496
"1-131631183",52.231182,0.135855
"1-131631198",52.33463,-0.181955
"1-1744830349",52.33463,-0.181955
"1-131631213",52.563352,0.094375
"1-1781088771",52.563352,0.094375
"1-131631243",52.402431,0.256002
"1-131631258",52.559098,0.086767
"1-2540660194",52.559098,0.086767
"1-131640953",51.770613,0.064323
"1-131643349",50.377129,-4.160295
"1-13166345562",53.504222,-1.158198
"1-13166584889",52.478887,1.75341
"1-13166678180",51.318875,-2.208113
"1-2055901006",51.318875,-2.208113
"1-13166843766",53.824919,-1.482133
"1-13166946749",53.051015,-2.492657
"1-131672197",53.272206,-2.150476
"1-131676486",53.490037,-0.84665
"1-13167702839",52.90723,-2.893194
"1-200450839",52.90723,-2.893194
"1-13167761673",51.451876,-0.986878
"1-131679757",53.843683,-2.203349
"1-131679959",51.608989,-0.019319
"1-131707775",51.608989,-0.019319
"1-131707789",51.608989,-0.019319
"1-13168386742",51.430492,-2.581425
"1-131710187",52.763882,0.426748
"1-131710533",52.515879,-1.844028
"1-1317119509",52.062712,1.14341
"1-131717953",53.234065,-2.586233
"1-131717967",53.321854,-3.094718
"1-131719832",52.397741,-1.537087
"1-1317205051",51.481359,-0.635407
"1-1317315660",51.089002,-0.73324
"1-131732227",50.621697,-3.407975
"1-131732244",51.041879,-2.82638
"1-131732259",50.463642,-3.545613
"1-131732275",51.487223,-2.769639
"1-131732289",50.91633,-3.700214
"1-131732304",50.79229,-3.65534
"1-131732317",50.524933,-3.607476
"1-131732334",50.419057,-4.124953
"1-131732349",50.386856,-4.044633
"1-131736099",53.574679,-0.739052
"1-131739260",51.610854,-0.114448
"1-131748429",51.527573,-0.165465
"1-13950451885",51.527573,-0.165465
"1-13175214491",51.47758,-0.090398
"1-13175323612",51.377038,-0.238953
"1-1864053896",51.377038,-0.238953
"1-13175493363",51.281432,-0.966304
"1-13175548248",52.570034,-0.34074
"1-131763702",51.381628,1.386383
"1-131764763",55.096472,-1.582649
"1-24034057109",55.096472,-1.582649
"1-131764824",50.807517,0.2949
"1-131764946",52.015924,-0.687777
"1-131765021",53.742295,-0.316934
"1-131782015",53.030225,-2.055455
"1-131782638",53.405991,-2.158486
"1-15928127708",53.405991,-2.158486
"1-131782656",53.393149,-2.071072
"1-1317865433",51.577639,-0.709487
"1-131796465",52.242688,0.159274
"1-131800633",50.2086,-5.305002
"1-131815465",52.796499,0.920187
"1-131815482",53.676242,-0.376842
"1-131815512",53.161266,-1.228647
"1-131815529",52.616316,-1.106633
"1-131815548",52.156919,-1.515789
"1-131815562",52.672949,-0.738163
"1-131815591",52.612405,-1.105398
"1-131819914",52.612405,-1.105398
"1-131815606",53.165611,-0.541674
"1-3539322328",53.165611,-0.541674
"1-131815621",53.414302,-0.78295
"1-131815638",53.720867,-2.477388
"1-131815653",53.550592,-0.485956
"1-131815670",52.942861,1.206527
"1-131817811",53.273333,-1.266656
"1-131817829",53.268207,-1.219542
"1-131819705",52.617919,-1.104547
"1-131819722",53.247063,-0.537711
"1-131819737",53.557745,-0.089933
"1-131819755",53.735455,-0.571121
"1-131819772",52.766664,-1.287282
"1-2213864936",52.766664,-1.287282
"1-569346226",52.766664,-1.287282
"1-131819803",52.59089,-1.078143
"1-131819834",52.999654,-1.239263
"1-131819849",53.515857,-0.10037
"1-131819895",52.766581,-1.289906
"1-131819970",52.618484,-1.114004
"1-131819989",52.942337,1.208602
"1-131820006",53.136918,0.34226
"1-131820023",52.481151,-1.47038
"1-132076275",51.072001,-1.787302
"1-131820038",52.76785,-1.288715
"1-131820053",53.247942,-0.51355
"1-131820068",53.321461,-0.738719
"1-131820085",53.208968,-0.120466
"1-131820117",53.365277,-0.013225
"1-131820132",52.626007,-1.172194
"1-131820231",52.626007,-1.172194
"1-131820147",53.655171,-0.599713
"1-131820165",53.388149,-0.339398
"1-131820198",53.756069,-2.491742
"1-131820214",53.102538,-1.338716
"1-131820280",53.472065,-0.593631
"1-131820296",52.444207,-1.788919
"1-572590870",52.444207,-1.788919
"1-131820311",53.687021,-0.662803
"1-131820329",52.216907,-1.862609
"1-131820358",53.397275,-0.762695
"1-131820373",53.094343,0.005161
"1-131820389",52.762615,-1.294209
"1-13182527637",51.536652,-0.131632
