location_id,latitude,longitude
"1-10403786115",53.387889,-1.434654
"1-10404234095",53.261556,-2.50948
"1-10404317679",51.520206,-0.078308
"1-10404503429",53.577016,-2.42564
"1-1040452175",54.545112,-1.53624
"1-10404597506",52.430936,-1.519841
"1-10404763622",53.633105,-2.114393
"1-1040494951",51.92442,-2.574031
"1-10405494148",55.184918,-1.582291
"1-5480817771",55.184918,-1.582291
"1-574301231",55.184918,-1.582291
"1-6447198509",55.184918,-1.582291
"1-10409239875",51.484909,-0.201876
"1-10409575620",51.270883,0.523898
"1-11726093188",51.270883,0.523898
"1-7760872086",51.270883,0.523898
"1-10409647252",53.581854,-1.462222
"1-12345540354",53.581854,-1.462222
"1-2692382799",53.581854,-1.462222
"1-10409734956",53.389997,-2.593187
"1-10410348422",51.875894,-2.482319
"1-6534200936",51.875894,-2.482319
"1-1041052413",53.376038,-3.026389
"1-10410861700",51.615247,-0.751462
"1-1041108285",52.383678,0.223041
"1-696998242",52.383678,0.223041
"1-10411363236",51.620436,-1.114708
"1-10411463132",52.198141,-2.221402
"1-10412438871",51.352794,-2.969478
"1-10415693235",52.411478,-1.484857
"1-10416131493",53.427285,-2.316315
"1-10416842542",53.899295,-2.773979
"1-10417560524",53.717047,-1.878137
"1-1042267691",50.43106,-3.829955
"1-1042689019",52.972012,-1.15527
"1-1042868082",51.537908,-2.395093
"1-1042925530",51.345793,-2.958059
"1-10429770492",51.569856,0.127439
"1-1833315240",51.569856,0.127439
"1-5442173184",51.569856,0.127439
"1-10431201592",50.410173,-4.087523
"1-10431491571",53.771143,-0.28909
"1-10431828936",51.540116,0.707062
"1-10432063961",52.568493,-1.821474
"1-10432670923",53.374216,-1.473629
"1-1043708006",52.560015,-2.004849
"1-10437669514",52.472338,-1.880295
"1-2054699466",52.472338,-1.880295
"1-4590773082",52.472338,-1.880295
"1-10438457189",53.631777,-2.190589
"1-10438524205",53.017757,-1.22511
"1-10439727515",52.489833,-1.91169
"1-226641203",52.489833,-1.91169
"1-10439819700",50.719722,-2.016459
"1-10440222333",51.7407,0.689545
"1-10440588575",53.340738,-1.740973
"1-10444722219",50.73698,-1.993834
"1-104456550",51.521659,-0.304993
"1-10449755210",50.949107,-0.202296
"1-10450187333",51.667325,-0.389072
"1-10450251899",52.143631,-0.479197
"1-10450518005",50.606921,-2.489638
"1-18017755294",50.606921,-2.489638
"1-2068642878",50.606921,-2.489638
"1-1045152825",53.170787,-1.242883
"1-1045448189",51.551007,-0.166556
"1-10454507460",51.280544,-1.067231
"1-340111996",51.280544,-1.067231
"1-10454830740",52.416523,-1.93014
"1-10454831073",51.485963,0.10691
"1-1045508473",50.742565,-1.696125
"1-10455231647",51.283928,-1.092902
"1-10455231753",51.28053,-0.847664
"1-1045537301",53.7844,-3.036041
"1-10455514394",51.243809,-1.118089
"1-10455514431",51.234834,-0.748967
"1-10455514467",51.297115,-0.783003
"1-10455542622",51.560487,-0.112809
"1-1492410415",51.560487,-0.112809
"1-2685410013",51.560487,-0.112809
"1-7222614029",51.560487,-0.112809
"1-10455755385",52.178773,0.14598
"1-10456024238",53.976566,-1.077403
"1-115574877",53.976566,-1.077403
"1-10456198741",51.512207,-0.304926
"1-10457513666",51.437158,-2.003656
"1-10457514425",53.52343,-2.49295
"1-10461345275",53.487728,-1.314616
"1-10470281970",53.564588,-1.503945
"1-1326680856",53.564588,-1.503945
"1-14837932984",53.564588,-1.503945
"1-2308378723",53.564588,-1.503945
"1-4023657033",53.564588,-1.503945
"1-10470878495",50.954311,-1.372748
"1-10471403968",53.315095,-0.950212
"1-7419399814",53.315095,-0.950212
"1-10471646960",51.56985,0.107337
"1-10471714862",53.002158,-1.122375
"1-3116418017",53.002158,-1.122375
"1-10472984618",51.245046,-1.11404
"1-10476285035",52.042807,0.953764
"1-10476675186",52.278511,-0.8797
"1-10476767282",51.61367,-0.06489
